"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.025,251
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.05,269.95
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.1,290
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.25,327
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.5,375
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.75,431
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.9,491
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.95,529
"2025-05-10","Bronx",0,"ILI ED visits","2025-05-10","quantile",0.975,566.025
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.025,278.975
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.05,295
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.1,318
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.25,361
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.5,414
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.75,475
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.9,538
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.95,575
"2025-05-10","Brooklyn",0,"ILI ED visits","2025-05-10","quantile",0.975,620
"2025-05-10","Manhattan",0,"ILI ED visits","2025-05-10","quantile",0.025,145
"2025-05-10","Manhattan",0,"ILI ED visits","2025-05-10","quantile",0.05,156
"2025-05-10","Manhattan",0,"ILI ED visits","2025-05-10","quantile",0.1,169
"2025-05-10","Manhattan",0,"ILI ED visits","2025-05-10","quantile",0.25,193
"2025-05-10","Manhattan",0,"ILI ED visits","2025-05-10","quantile",0.5,221
"2025-05-10","Manhattan",0,"ILI ED visits","2025-05-10","quantile",0.75,255
"2025-05-10","Manhattan",0,"ILI ED visits","2025-05-10","quantile",0.9,290
