"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.025,1.65084777196314
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.05,1.86943805159511
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.1,2.15975607419337
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.25,2.68241501702525
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.5,3.12591440926445
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.75,3.53225498166146
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.9,4.24762088961641
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.95,4.76514428734424
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.975,5.33784136841468
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.025,0.797120375660233
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.05,1.1422727885787
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.1,1.49303874757265
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.25,2.1267156899783
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.5,2.65133381422272
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.75,3.2954160367862
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.9,4.24601254204001
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.95,5.13220860234518
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.975,6.21060869562395
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.025,0
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.05,0.55320327685367
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.1,0.979858721942271
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.25,1.59852580121314
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.5,2.1873576376941
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.75,2.86022201126556
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.9,4.05594594095683
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.95,4.72459268291189
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.975,5.35289467122856
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.025,0
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.05,0.447383493210679
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.1,0.803141715308291
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.25,1.36986513272803
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.5,1.98183773132031
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.75,2.49653033226643
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.9,3.51465214225776
