"model_id","reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.025,1.50509782808527
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.05,1.65842914101135
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.1,1.86316624482172
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.25,2.35344694589151
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.5,2.85967143580172
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.75,3.22778007385586
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.9,3.7739664865024
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.95,4.25811559595197
"linear-pool-normal","2025-03-15","Austin",-1,"Flu ED visits pct","2025-03-08","quantile",0.975,4.64336613653045
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.025,0
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.05,0.618314578733532
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.1,1.14263958960112
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.25,1.71073471736021
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.5,2.38638992318947
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.75,2.86932051744611
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.9,4.00917444474284
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.95,4.71864053612385
"linear-pool-normal","2025-03-15","Austin",0,"Flu ED visits pct","2025-03-15","quantile",0.975,5.37209013632944
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.025,0
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.05,0.52453795225735
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.1,0.914128409891296
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.25,1.45068461948517
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.5,1.90791299892658
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.75,2.58653428237777
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.9,3.54110528134011
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.95,4.42139997797669
"linear-pool-normal","2025-03-15","Austin",1,"Flu ED visits pct","2025-03-22","quantile",0.975,5
"linear-pool-normal","2025-03-15","Austin",2,"Flu ED visits pct","2025-03-29","quantile",0.025,0
"linear-pool-normal","2025-03-15","Austin",2,"Flu ED visits pct","2025-03-29","quantile",0.05,0
"linear-pool-normal","2025-03-15","Austin",2,"Flu ED visits pct","2025-03-29","quantile",0.1,0.538822430049932
"linear-pool-normal","2025-03-15","Austin",2,"Flu ED visits pct","2025-03-29","quantile",0.25,1.18252049292769
"linear-pool-normal","2025-03-15","Austin",2,"Flu ED visits pct","2025-03-29","quantile",0.5,1.82850265855056
"linear-pool-normal","2025-03-15","Austin",2,"Flu ED visits pct","2025-03-29","quantile",0.75,2.39249440886259
"linear-pool-normal","2025-03-15","Austin",2,"Flu ED visits pct","2025-03-29","quantile",0.9,3.38578419426661
