"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.025,1.77126559282055
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.05,2.05869670088552
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.1,2.25953761418946
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.25,2.65671986448214
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.5,3.10455739558119
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.75,3.63130184106933
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.9,4.19239203420633
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.95,4.63882980075032
"2025-03-08","Austin",-1,"Flu ED visits pct","2025-03-01","quantile",0.975,5.07850938303403
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.025,1.0541945791636
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.05,1.18556830371534
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.1,1.56584728150687
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.25,2.09331649885583
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.5,2.66061004978745
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.75,3.29332245263644
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.9,4.40199090479347
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.95,4.97722709944503
"2025-03-08","Austin",0,"Flu ED visits pct","2025-03-08","quantile",0.975,5.35214540377973
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.025,0.82461734536337
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.05,0.911383861539764
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.1,1.08211836368945
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.25,1.53932393184505
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.5,2.107847790642
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.75,3.03008519397374
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.9,3.92093006113776
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.95,4.54214497079823
"2025-03-08","Austin",1,"Flu ED visits pct","2025-03-15","quantile",0.975,5.16071175891641
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.025,0.650189948038703
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.05,0.730171730377865
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.1,0.853778055331721
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.25,1.34493924908681
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.5,1.86292052434735
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.75,2.51145754299215
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.9,3.49039106716713
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.95,4.17745802495101
"2025-03-08","Austin",2,"Flu ED visits pct","2025-03-22","quantile",0.975,4.87541129960485
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.025,0.580065817669847
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.05,0.621254235686477
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.1,0.73048413496884
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.25,0.913052035431733
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.5,1.41636700525006
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.75,2.36202848821169
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.9,3.34768748656448
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.95,4.14794789421422
"2025-03-08","Austin",3,"Flu ED visits pct","2025-03-29","quantile",0.975,4.77001356384544
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.025,0.1288653125
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.05,0.182343475
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.1,0.2506496
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.25,0.388562125
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.5,1.118875
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.75,1.96907875
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.9,2.9269305
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.95,3.74275975
"2025-03-08","Austin",4,"Flu ED visits pct","2025-04-05","quantile",0.975,4.658584
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.025,497.279188542952
