reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.1,0.177
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.25,0.345
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.5,0.659
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.75,1.127
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.9,1.603
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.95,1.938
2026-04-04,0,2026-04-04,athens,Flu ED visits pct,quantile,0.975,2.329
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.25,0.198
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.5,0.416
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.75,0.808
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.9,1.41
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.95,1.861
2026-04-04,1,2026-04-11,athens,Flu ED visits pct,quantile,0.975,2.316
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.5,0.236
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.75,0.553
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.9,1.055
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.95,1.522
2026-04-04,2,2026-04-18,athens,Flu ED visits pct,quantile,0.975,1.906
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.5,0.116
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.75,0.357
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.9,0.809
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.95,1.137
2026-04-04,3,2026-04-25,athens,Flu ED visits pct,quantile,0.975,1.525
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.025,0.056
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.05,0.076
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.1,0.101
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.25,0.179
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.5,0.288
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.75,0.438
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.9,0.612
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.95,0.728
2026-04-04,0,2026-04-04,austin,Flu ED visits pct,quantile,0.975,0.845
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.05,0.02
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.1,0.039
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.25,0.084
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.5,0.158
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.75,0.25
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.9,0.384
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.95,0.467
2026-04-04,1,2026-04-11,austin,Flu ED visits pct,quantile,0.975,0.588
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.25,0.035
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.5,0.081
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.75,0.157
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.9,0.265
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.95,0.353
2026-04-04,2,2026-04-18,austin,Flu ED visits pct,quantile,0.975,0.425
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.25,0.0
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.5,0.043
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.75,0.095
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.9,0.174
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.95,0.223
2026-04-04,3,2026-04-25,austin,Flu ED visits pct,quantile,0.975,0.294
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.025,0.075
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.05,0.098
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.1,0.128
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.25,0.208
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.5,0.345
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.75,0.545
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.9,0.773
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.95,0.947
2026-04-04,0,2026-04-04,baltimore,Flu ED visits pct,quantile,0.975,1.116
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.025,0.036
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.05,0.053
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.1,0.079
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.25,0.134
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.5,0.233
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.75,0.381
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.9,0.603
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.95,0.755
2026-04-04,1,2026-04-11,baltimore,Flu ED visits pct,quantile,0.975,0.92
2026-04-04,2,2026-04-18,baltimore,Flu ED visits pct,quantile,0.025,0.0
2026-04-04,2,2026-04-18,baltimore,Flu ED visits pct,quantile,0.05,0.0
2026-04-04,2,2026-04-18,baltimore,Flu ED visits pct,quantile,0.1,0.029
2026-04-04,2,2026-04-18,baltimore,Flu ED visits pct,quantile,0.25,0.073
2026-04-04,2,2026-04-18,baltimore,Flu ED visits pct,quantile,0.5,0.139
2026-04-04,2,2026-04-18,baltimore,Flu ED visits pct,quantile,0.75,0.267
2026-04-04,2,2026-04-18,baltimore,Flu ED visits pct,quantile,0.9,0.433
