location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.1355650729199029
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.025,0.04089819012531195
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.025,0.0
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.025,0.0
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.05,0.165431188059209
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.05,0.06783471457262494
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.05,0.02629903602627417
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.05,0.0
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.1,0.20538543687234442
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.1,0.09703200534874647
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.1,0.04220089036463068
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.1,0.005841991113395333
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.25,0.3238474372713118
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.25,0.17102312281792698
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.25,0.09258813672889757
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.25,0.04015744716648022
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.5,0.6031462239290991
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.5,0.3531461820693804
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.5,0.19860275355582419
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.5,0.1107477856632973
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.75,0.9062717072865595
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.75,0.6185520079390947
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.75,0.3802895272866323
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.75,0.24739484230345196
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.9,1.2942123263710985
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.9,0.9029519142656662
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.9,0.6981922808763369
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.9,0.4908392394552392
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.95,1.5042600966137145
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.95,1.1254201483188688
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.95,0.8485373895460548
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.95,0.6393811857941729
denver,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.975,1.727958208344762
denver,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.975,1.2913025809061023
denver,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.975,1.0066017166766477
denver,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.975,0.7543268068563579
mesa,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.05,0.0
mesa,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.05,0.0
mesa,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.05,0.0
mesa,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.05,0.0
mesa,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.1,0.0
mesa,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.1,0.0
mesa,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.1,0.0
mesa,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.1,0.0
mesa,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.25,0.0
mesa,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.25,0.0
mesa,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.25,0.0
mesa,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.25,0.0
mesa,2026-02-21,0,2026-02-21,Flu ED visits pct,quantile,0.5,0.33928532003842854
mesa,2026-02-21,1,2026-02-28,Flu ED visits pct,quantile,0.5,0.0384194172586529
mesa,2026-02-21,2,2026-03-07,Flu ED visits pct,quantile,0.5,0.0
mesa,2026-02-21,3,2026-03-14,Flu ED visits pct,quantile,0.5,0.0
