reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.025,0.208
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.05,0.293
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.1,0.434
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.25,0.839
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.5,1.314
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.75,1.993
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.9,2.718
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.95,3.138
2026-03-21,0,2026-03-21,athens,Flu ED visits pct,quantile,0.975,3.558
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.025,0.082
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.05,0.21
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.1,0.316
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.25,0.596
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.5,1.048
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.75,1.674
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.9,2.478
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.95,2.961
2026-03-21,1,2026-03-28,athens,Flu ED visits pct,quantile,0.975,3.689
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.05,0.0
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.1,0.168
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.25,0.356
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.5,0.773
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.75,1.388
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.9,2.311
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.95,2.939
2026-03-21,2,2026-04-04,athens,Flu ED visits pct,quantile,0.975,3.422
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.025,0.0
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.05,0.0
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.1,0.0
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.25,0.211
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.5,0.518
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.75,1.172
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.9,1.875
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.95,2.638
2026-03-21,3,2026-04-11,athens,Flu ED visits pct,quantile,0.975,3.25
2026-03-21,0,2026-03-21,austin,Flu ED visits pct,quantile,0.025,0.339
2026-03-21,0,2026-03-21,austin,Flu ED visits pct,quantile,0.05,0.4
2026-03-21,0,2026-03-21,austin,Flu ED visits pct,quantile,0.1,0.484
2026-03-21,0,2026-03-21,austin,Flu ED visits pct,quantile,0.25,0.634
2026-03-21,0,2026-03-21,austin,Flu ED visits pct,quantile,0.5,0.867
