reference_date,horizon,target_end_date,location,target,output_type,output_type_id,value
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.25,0.199
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.5,0.399
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.75,0.733
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.9,1.116
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.95,1.471
2026-04-11,0,2026-04-11,athens,Flu ED visits pct,quantile,0.975,1.623
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.5,0.235
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.75,0.482
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.9,0.793
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.95,1.04
2026-04-11,1,2026-04-18,athens,Flu ED visits pct,quantile,0.975,1.269
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.5,0.11
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.75,0.28
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.9,0.538
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.95,0.755
2026-04-11,2,2026-04-25,athens,Flu ED visits pct,quantile,0.975,0.953
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.025,0.0
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.05,0.0
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.1,0.0
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.25,0.0
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.5,0.0
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.75,0.18
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.9,0.371
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.95,0.575
2026-04-11,3,2026-05-02,athens,Flu ED visits pct,quantile,0.975,0.777
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.025,0.015
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.05,0.026
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.1,0.051
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.25,0.096
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.5,0.172
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.75,0.279
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.9,0.402
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.95,0.505
2026-04-11,0,2026-04-11,austin,Flu ED visits pct,quantile,0.975,0.607
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.1,0.008
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.25,0.041
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.5,0.086
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.75,0.173
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.9,0.276
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.95,0.347
2026-04-11,1,2026-04-18,austin,Flu ED visits pct,quantile,0.975,0.431
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.25,0.0
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.5,0.046
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.75,0.101
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.9,0.184
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.95,0.243
2026-04-11,2,2026-04-25,austin,Flu ED visits pct,quantile,0.975,0.312
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.025,0.0
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.05,0.0
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.1,0.0
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.25,0.0
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.5,0.022
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.75,0.063
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.9,0.122
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.95,0.183
2026-04-11,3,2026-05-02,austin,Flu ED visits pct,quantile,0.975,0.246
2026-04-11,0,2026-04-11,baltimore,Flu ED visits pct,quantile,0.025,0.039
2026-04-11,0,2026-04-11,baltimore,Flu ED visits pct,quantile,0.05,0.055
