reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-01-25,Bronx,0,ILI ED Visits,2025-01-25,quantile,0.025,157.5302606319527
2025-01-25,Brooklyn,0,ILI ED Visits,2025-01-25,quantile,0.025,169.19770356968013
2025-01-25,Manhattan,0,ILI ED Visits,2025-01-25,quantile,0.025,78.51400297017477
2025-01-25,NYC,0,ILI ED Visits,2025-01-25,quantile,0.025,682.2956660312724
2025-01-25,Queens,0,ILI ED Visits,2025-01-25,quantile,0.025,272.356266717401
2025-01-25,Staten Island,0,ILI ED Visits,2025-01-25,quantile,0.025,26.412849711553555
2025-01-25,Bronx,1,ILI ED Visits,2025-02-01,quantile,0.025,157.33489447438637
2025-01-25,Brooklyn,1,ILI ED Visits,2025-02-01,quantile,0.025,170.25141973733213
2025-01-25,Manhattan,1,ILI ED Visits,2025-02-01,quantile,0.025,79.95524187685439
2025-01-25,NYC,1,ILI ED Visits,2025-02-01,quantile,0.025,691.3484673506906
2025-01-25,Queens,1,ILI ED Visits,2025-02-01,quantile,0.025,259.2338338568975
2025-01-25,Staten Island,1,ILI ED Visits,2025-02-01,quantile,0.025,26.178040548176398
2025-01-25,Bronx,2,ILI ED Visits,2025-02-08,quantile,0.025,190.97591649743174
2025-01-25,Brooklyn,2,ILI ED Visits,2025-02-08,quantile,0.025,201.73676052928593
2025-01-25,Manhattan,2,ILI ED Visits,2025-02-08,quantile,0.025,100.5495114390337
2025-01-25,NYC,2,ILI ED Visits,2025-02-08,quantile,0.025,856.4431015393722
2025-01-25,Queens,2,ILI ED Visits,2025-02-08,quantile,0.025,267.42335108903904
2025-01-25,Staten Island,2,ILI ED Visits,2025-02-08,quantile,0.025,30.477345785411558
2025-01-25,Bronx,3,ILI ED Visits,2025-02-15,quantile,0.025,269.2962470391157
2025-01-25,Brooklyn,3,ILI ED Visits,2025-02-15,quantile,0.025,297.801856607611
2025-01-25,Manhattan,3,ILI ED Visits,2025-02-15,quantile,0.025,142.01787212284745
2025-01-25,NYC,3,ILI ED Visits,2025-02-15,quantile,0.025,1152.8278298062871
2025-01-25,Queens,3,ILI ED Visits,2025-02-15,quantile,0.025,365.85359600863836
2025-01-25,Staten Island,3,ILI ED Visits,2025-02-15,quantile,0.025,39.95020025684378
2025-01-25,Bronx,4,ILI ED Visits,2025-02-22,quantile,0.025,300.0162000876497
2025-01-25,Brooklyn,4,ILI ED Visits,2025-02-22,quantile,0.025,323.7726547870633
2025-01-25,Manhattan,4,ILI ED Visits,2025-02-22,quantile,0.025,166.03279584753986
2025-01-25,NYC,4,ILI ED Visits,2025-02-22,quantile,0.025,1342.3811314123222
2025-01-25,Queens,4,ILI ED Visits,2025-02-22,quantile,0.025,418.84354070417993
2025-01-25,Staten Island,4,ILI ED Visits,2025-02-22,quantile,0.025,41.597863915386235
2025-01-25,Bronx,0,ILI ED Visits,2025-01-25,quantile,0.05,157.86008464684537
2025-01-25,Brooklyn,0,ILI ED Visits,2025-01-25,quantile,0.05,206.87848053081166
2025-01-25,Manhattan,0,ILI ED Visits,2025-01-25,quantile,0.05,79.81493439613668
2025-01-25,NYC,0,ILI ED Visits,2025-01-25,quantile,0.05,685.7162541484679
2025-01-25,Queens,0,ILI ED Visits,2025-01-25,quantile,0.05,275.42947279015857
2025-01-25,Staten Island,0,ILI ED Visits,2025-01-25,quantile,0.05,27.230507419222185
2025-01-25,Bronx,1,ILI ED Visits,2025-02-01,quantile,0.05,180.34312014856224
2025-01-25,Brooklyn,1,ILI ED Visits,2025-02-01,quantile,0.05,234.5688283889786
2025-01-25,Manhattan,1,ILI ED Visits,2025-02-01,quantile,0.05,93.56983852534572
2025-01-25,NYC,1,ILI ED Visits,2025-02-01,quantile,0.05,767.6526067033573
2025-01-25,Queens,1,ILI ED Visits,2025-02-01,quantile,0.05,264.6158373333266
2025-01-25,Staten Island,1,ILI ED Visits,2025-02-01,quantile,0.05,29.325346170378136
