"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.025,6.53988588588589
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.05,6.8775
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.1,7.375
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.25,7.85
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.5,7.97
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.75,8.09
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.9,8.565
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.95,9.0625
2025-02-15,"Austin",-1,"Flu ED visits pct",2025-02-08,"quantile",0.975,9.40011411411411
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.025,5.9651519019019
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.05,6.5413018018018
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.1,6.97037137137137
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.25,7.66055555555556
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.5,7.97
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.75,8.27505005005005
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.9,9.04007107107107
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.95,9.51493293293293
2025-02-15,"Austin",0,"Flu ED visits pct",2025-02-15,"quantile",0.975,10.0746296296296
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.025,5.37770520520521
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.05,6.17003953953954
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.1,6.68332632632633
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.25,7.462997997998
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.5,7.97
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.75,8.49688688688689
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.9,9.28821521521522
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.95,9.85250950950951
2025-02-15,"Austin",1,"Flu ED visits pct",2025-02-22,"quantile",0.975,10.492973973974
2025-02-15,"Austin",2,"Flu ED visits pct",2025-03-01,"quantile",0.025,5.07688938938939
