"reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.025,470.975
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.05,503
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.1,537
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.25,606
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.5,694
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.75,800
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.9,896.1
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.95,967
"2025-03-08","Bronx",0,"ILI ED visits","2025-03-08","quantile",0.975,1033.025
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.025,516
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.05,553
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.1,596
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.25,669
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.5,765
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.75,882
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.9,993
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.95,1062
"2025-03-08","Brooklyn",0,"ILI ED visits","2025-03-08","quantile",0.975,1135.025
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.025,270.975
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.05,289.95
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.1,313
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.25,355
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.5,408
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.75,468.25
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.9,528
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.95,565
"2025-03-08","Manhattan",0,"ILI ED visits","2025-03-08","quantile",0.975,605.025
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.025,2170
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.05,2295.95
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.1,2426.9
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.25,2658.75
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.5,2933.5
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.75,3245
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.9,3546
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.95,3750.05
"2025-03-08","NYC",0,"ILI ED visits","2025-03-08","quantile",0.975,3939.05
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.025,578
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.05,613.95
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.1,665
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.25,755
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.5,863
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.75,989
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.9,1114
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.95,1193.05
"2025-03-08","Queens",0,"ILI ED visits","2025-03-08","quantile",0.975,1266.025
"2025-03-08","Staten Island",0,"ILI ED visits","2025-03-08","quantile",0.025,52
